units,layers,activation,optimizer,lr,dropout,l2_strength,trial_id,status,val_auc,val_precision,val_recall,val_accuracy,val_loss
176,1,elu,adam,0.0003,0.2,1e-06,0548,COMPLETED,0.8842326402664185,0.7289719581604004,0.5199999809265137,0.8992518782615662,0.27680784463882446
208,3,tanh,adam,0.001,0.4,1e-05,0616,COMPLETED,0.8842101693153381,0.737864077091217,0.5066666603088379,0.8992518782615662,0.2764762341976166
48,1,relu,adam,0.0003,0.30000000000000004,1e-06,1776,COMPLETED,0.884197473526001,0.7219731211662292,0.5366666913032532,0.8997506499290466,0.2832719087600708
256,1,relu,adam,0.001,0.2,0.0001,0963,COMPLETED,0.8841339349746704,0.7333333492279053,0.5133333206176758,0.8992518782615662,0.28832218050956726
80,1,relu,adam,0.0003,0.0,0.0001,1004,COMPLETED,0.8841192722320557,0.71875,0.5366666913032532,0.8992518782615662,0.28443846106529236
112,3,tanh,rmsprop,0.001,0.4,0.0001,1294,COMPLETED,0.8841183185577393,0.7180616855621338,0.5433333516120911,0.8997506499290466,0.29074954986572266
256,3,elu,adam,0.0003,0.30000000000000004,0.0001,0219,COMPLETED,0.8840733170509338,0.7247706651687622,0.5266666412353516,0.8992518782615662,0.32044991850852966
112,2,elu,adam,0.0003,0.4,0.0001,1163,COMPLETED,0.8840636014938354,0.7224669456481934,0.54666668176651,0.9007481336593628,0.28583890199661255
128,4,tanh,adam,0.0003,0.30000000000000004,1e-05,1224,COMPLETED,0.8840498924255371,0.6832060813903809,0.596666693687439,0.8982543349266052,0.2807654142379761
112,1,elu,adam,0.001,0.30000000000000004,1e-05,1069,COMPLETED,0.8840263485908508,0.7317073345184326,0.5,0.8977556228637695,0.28221389651298523
192,2,tanh,rmsprop,0.0003,0.4,1e-05,1565,COMPLETED,0.8840224742889404,0.6944444179534912,0.5,0.8922693133354187,0.27778348326683044
32,4,elu,adam,0.001,0.30000000000000004,0.0,1984,COMPLETED,0.8839854001998901,0.7219731211662292,0.5366666913032532,0.8997506499290466,0.27548620104789734
240,2,tanh,adam,0.001,0.30000000000000004,1e-06,1610,COMPLETED,0.8839794397354126,0.7188940048217773,0.5199999809265137,0.8977556228637695,0.27338069677352905
176,1,tanh,rmsprop,0.001,0.0,0.0,1376,COMPLETED,0.8839648365974426,0.7069767713546753,0.5066666603088379,0.8947631120681763,0.26845720410346985
32,3,relu,adam,0.001,0.30000000000000004,0.0001,1346,COMPLETED,0.8838934302330017,0.7068272829055786,0.5866666436195374,0.901745617389679,0.27911949157714844
208,3,relu,adam,0.0003,0.2,0.0,1185,COMPLETED,0.8838719129562378,0.6978723406791687,0.54666668176651,0.8967580795288086,0.2713319659233093
80,1,relu,adam,0.0003,0.30000000000000004,0.0,1712,COMPLETED,0.8838465213775635,0.7336244583129883,0.5600000023841858,0.903740644454956,0.28144147992134094
64,4,elu,adam,0.0003,0.1,1e-06,1979,COMPLETED,0.8838397264480591,0.7136752009391785,0.5566666722297668,0.9002493619918823,0.2730139195919037
