units,layers,activation,optimizer,lr,dropout,l2_strength,trial_id,status,val_auc,val_precision,val_recall,val_accuracy,val_loss
160,1,tanh,adam,0.0003,0.4,0.0001,028,COMPLETED,0.8848123550415039,0.738095223903656,0.5166666507720947,0.9002493619918823,0.28239357471466064
160,3,relu,adam,0.0003,0.1,0.0001,134,COMPLETED,0.8847321271896362,0.7288888692855835,0.54666668176651,0.901745617389679,0.3128127455711365
48,2,relu,adam,0.0003,0.1,0.0001,173,COMPLETED,0.8847243785858154,0.7149321436882019,0.5266666412353516,0.8977556228637695,0.289283812046051
64,4,relu,adam,0.001,0.30000000000000004,0.0001,045,COMPLETED,0.8846119046211243,0.7245762944221497,0.5699999928474426,0.9032418727874756,0.28894415497779846
160,3,relu,adam,0.0003,0.1,1e-05,030,COMPLETED,0.8845669031143188,0.6932271122932434,0.5799999833106995,0.8987531065940857,0.2760083079338074
48,1,relu,adam,0.0003,0.4,0.0001,067,COMPLETED,0.8845659494400024,0.7232142686843872,0.5400000214576721,0.9002493619918823,0.2830227315425873
176,3,tanh,adam,0.0003,0.4,1e-05,040,COMPLETED,0.8845024108886719,0.7009345889091492,0.5,0.8932668566703796,0.2779492735862732
112,2,relu,adam,0.0003,0.2,0.0001,088,COMPLETED,0.8844554424285889,0.7244444489479065,0.5433333516120911,0.9007481336593628,0.29655638337135315
32,2,relu,adam,0.001,0.4,1e-06,189,COMPLETED,0.8843880891799927,0.7352941036224365,0.5,0.8982543349266052,0.2810678482055664
32,1,relu,adam,0.001,0.30000000000000004,0.0001,031,COMPLETED,0.8843626976013184,0.7350000143051147,0.49000000953674316,0.8972568511962891,0.2818397879600525
48,4,relu,adam,0.0003,0.1,1e-06,029,COMPLETED,0.8843499422073364,0.7028112411499023,0.5833333134651184,0.9007481336593628,0.2802823781967163
112,1,tanh,adam,0.001,0.30000000000000004,1e-05,066,COMPLETED,0.884284496307373,0.7428571581840515,0.5199999809265137,0.9012469053268433,0.2768086791038513
32,1,relu,adam,0.0003,0.2,0.0,042,COMPLETED,0.884250283241272,0.7180616855621338,0.5433333516120911,0.8997506499290466,0.279490202665329
112,2,tanh,adam,0.001,0.4,0.0,128,COMPLETED,0.8842424154281616,0.7004048824310303,0.5766666531562805,0.8997506499290466,0.27272897958755493
160,3,tanh,adam,0.001,0.4,0.0001,074,COMPLETED,0.8841857314109802,0.7106382846832275,0.5566666722297668,0.8997506499290466,0.2891872227191925
192,2,tanh,adam,0.0003,0.30000000000000004,1e-06,025,COMPLETED,0.8840137124061584,0.7155172228813171,0.5533333420753479,0.9002493619918823,0.2734743058681488
176,4,relu,adam,0.001,0.2,0.0001,190,COMPLETED,0.8840010166168213,0.7074235677719116,0.5400000214576721,0.8977556228637695,0.30872347950935364
128,2,relu,adam,0.001,0.4,0.0001,015,COMPLETED,0.8839882016181946,0.7181817889213562,0.5266666412353516,0.8982543349266052,0.29355430603027344
