units,layers,activation,optimizer,lr,dropout,l2_strength,trial_id,status,val_auc,val_precision,val_recall,val_accuracy,val_loss
160,2,tanh,adam,0.001,0.0,0.0001,099,COMPLETED,0.8767839670181274,0.7293577790260315,0.5299999713897705,0.9002493619918823,0.3026669919490814
64,3,tanh,adam,0.001,0.0,0.0,112,COMPLETED,0.8767712712287903,0.7244898080825806,0.47333332896232605,0.8942643404006958,0.27474361658096313
112,2,tanh,adam,0.0003,0.0,0.0,013,COMPLETED,0.8766080141067505,0.7081339955329895,0.4933333396911621,0.8937655687332153,0.2784736752510071
80,1,tanh,adam,0.0003,0.2,1e-06,034,COMPLETED,0.8765669465065002,0.7101449370384216,0.49000000953674316,0.8937655687332153,0.27649906277656555
192,2,tanh,adam,0.0003,0.30000000000000004,0.0001,091,COMPLETED,0.8765610456466675,0.7236180901527405,0.47999998927116394,0.8947631120681763,0.3086363971233368
160,4,relu,adam,0.001,0.0,1e-06,005,COMPLETED,0.876245379447937,0.6745098233222961,0.5733333230018616,0.8947631120681763,0.28759849071502686
48,4,tanh,adam,0.0003,0.30000000000000004,0.0001,166,COMPLETED,0.8761915564537048,0.6995884776115417,0.5666666626930237,0.8987531065940857,0.2907397150993347
48,3,tanh,adam,0.0003,0.1,0.0001,095,COMPLETED,0.8760958313941956,0.7038834691047668,0.4833333194255829,0.8922693133354187,0.2873495817184448
176,3,tanh,adam,0.0003,0.4,0.0001,115,COMPLETED,0.8756716251373291,0.7155963182449341,0.5199999809265137,0.8972568511962891,0.313335120677948
160,2,relu,adam,0.001,0.0,1e-06,167,COMPLETED,0.8756353259086609,0.7190082669258118,0.5799999833106995,0.9032418727874756,0.28081411123275757
128,2,tanh,adam,0.001,0.0,0.0,164,COMPLETED,0.875386118888855,0.7376237511634827,0.49666666984558105,0.8982543349266052,0.27712327241897583
128,4,tanh,adam,0.0003,0.0,0.0001,124,COMPLETED,0.8753050565719604,0.7560975551605225,0.5166666507720947,0.9027431607246399,0.323002427816391
32,2,tanh,adam,0.001,0.1,0.0,007,COMPLETED,0.8752981424331665,0.7342995405197144,0.5066666603088379,0.8987531065940857,0.27751055359840393
128,4,relu,adam,0.001,0.0,0.0,101,COMPLETED,0.8752942085266113,0.717391312122345,0.550000011920929,0.9002493619918823,0.275551438331604
112,2,relu,adam,0.001,0.0,1e-06,196,COMPLETED,0.8752687573432922,0.7049180269241333,0.5733333230018616,0.9002493619918823,0.28306344151496887
48,3,relu,adam,0.0003,0.30000000000000004,0.0001,170,COMPLETED,0.8749364614486694,0.700421929359436,0.5533333420753479,0.8977556228637695,0.2935425639152527
32,1,tanh,adam,0.001,0.1,1e-06,094,COMPLETED,0.8747341632843018,0.7067307829856873,0.49000000953674316,0.8932668566703796,0.2796713411808014
112,4,relu,adam,0.001,0.1,1e-06,175,COMPLETED,0.8745434880256653,0.6962025165557861,0.550000011920929,0.8967580795288086,0.27942055463790894
176,4,tanh,adam,0.0003,0.0,1e-06,186,COMPLETED,0.8737174868583679,0.7611111402511597,0.4566666781902313,0.8972568511962891,0.2778419852256775
96,4,tanh,adam,0.001,0.0,1e-06,106,COMPLETED,0.8734066486358643,0.7038834691047668,0.4833333194255829,0.8922693133354187,0.28593066334724426
48,1,tanh,adam,0.0003,0.4,1e-05,075,COMPLETED,0.8733088970184326,0.6991150379180908,0.5266666412353516,0.895261824131012,0.2788084149360657
160,3,tanh,adam,0.001,0.0,1e-05,125,COMPLETED,0.873105525970459,0.7326732873916626,0.4933333396911621,0.8972568511962891,0.28434863686561584
48,2,tanh,adam,0.0003,0.0,1e-06,137,COMPLETED,0.8706041574478149,0.7222222089767456,0.5199999809265137,0.8982543349266052,0.28152287006378174
176,4,tanh,adam,0.001,0.0,0.0001,123,COMPLETED,0.8685004711151123,0.745945930480957,0.46000000834465027,0.8957605957984924,0.3316850960254669
