number,value,params_learning_rate,params_max_depth,params_min_child_weight,params_gamma,params_subsample,params_colsample_bytree,params_reg_alpha,params_reg_lambda
0,,0.2,8,1.18,0.67,0.932,0.612,2e-08,0.064
