number,value,params_learning_rate,params_max_depth,params_min_child_weight,params_gamma,params_subsample,params_colsample_bytree,params_reg_alpha,params_reg_lambda
0,,0.119,8,1.15,0.27,0.754,0.601,0.0052,4.74
