CentreName,LearnerCode,BookingType,LeadSource,DiscountType,Gender,Age,Nationality,CourseLevel,academic_stage,subject_cluster,delivery_variant,IsFirstIntake,CompletedCourse,dropout,progression_degree_level,ProgressionUniversity
UK_SCOT_02,5471702600,Agent,Standard Agent Booking,,Male,27,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,True,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,5798287286,Agent,Standard Agent Booking,,Male,27,Chinese,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,5073159875,Agent,Standard Agent Booking,,Male,25,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,9006902202,Agent,Standard Agent Booking,,Male,26,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,True,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,1792089712,Agent,Standard Agent Booking,,Male,29,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,True,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,1486045555,Agent,Standard Agent Booking,,Male,25,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,True,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,2289729320,Agent,Standard Agent Booking,,Male,23,Chinese,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,No,1,MA,UK_SCOT_02
UK_SCOT_02,8211556867,Agent,Standard Agent Booking,,Male,24,Chinese,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,7830631808,Direct,Sponsor,,Female,26,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,True,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,5690127953,Agent,Standard Agent Booking,,Female,25,Kenyan,Foundation,UG Foundation Programme,Science_Health,standard,True,Yes,0,other_masters,UK_SCOT_02
UK_SCOT_02,5548070440,Direct,APD,,Female,25,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,5671292935,Agent,Standard Agent Booking,,Male,24,British,Foundation,UG Foundation Programme,Science_Health,standard,True,Yes,0,other_masters,UK_SCOT_02
UK_SCOT_02,5184654186,Direct,Sponsor,,Male,26,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,True,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,7255214747,Direct,Sponsor,,Male,25,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,True,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,3738637714,Direct,Sponsor,,Male,28,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,True,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,7179690369,Direct,Sponsor,,Male,26,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,True,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,204921823,Direct,Sponsor,,Male,25,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,True,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,7364875903,Direct,Sponsor,,Male,27,Iraqi,Pre-Masters,Pre Masters,Engineering,standard,True,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,9287848783,Agent,Standard Agent Booking,,Male,25,Chinese,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,True,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,7262863750,Agent,Standard Agent Booking,,Male,24,Kazakhstani,Foundation,UG Foundation Programme,Engineering_Combined,standard,True,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,1036399865,Agent,Standard Agent Booking,,Male,25,Taiwanese,Foundation,UG Foundation Programme,Engineering_Combined,standard,True,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,9873638398,Agent,Standard Agent Booking,,Male,25,Lebanese,Foundation,UG Foundation Programme,Science_Health,standard,True,Yes,0,other_masters,UK_SCOT_02
UK_SCOT_02,3071548655,Agent,Sponsor,,Male,27,Iraqi,Foundation,UG Foundation Programme,Law,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,5657511160,Direct,Digital (Web),,Male,24,British,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,True,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,1531251123,Agent,Sponsor,,Male,44,Kuwaiti,Foundation,UG Foundation Programme,Engineering_Combined,standard,True,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,7162632873,Agent,Standard Agent Booking,,Female,26,Qatari,Foundation,UG Foundation Programme,Science_Health,standard,True,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,9316940891,Agent,Standard Agent Booking,,Female,25,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,True,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,6099773972,Agent,Standard Agent Booking,,Male,26,Chinese,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,9558404150,Direct,Digital (Web),,Male,26,Vietnamese,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,6609028618,Agent,Standard Agent Booking,,Male,23,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,True,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,8995872703,Agent,Standard Agent Booking,,Male,24,Egyptian,Foundation,UG Foundation Programme,Science_Health,standard,True,Yes,0,other_masters,UK_SCOT_02
UK_SCOT_02,4309377055,Agent,Standard Agent Booking,,Male,24,Chinese,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,2555281573,Agent,Sponsor,,Female,24,Emirati,Foundation,UG Foundation Programme,Science_Health,standard,True,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,1764915940,Agent,Standard Agent Booking,,Male,24,Hong Kong Chinese,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,True,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,9978704134,Direct,Digital (Web),,Male,24,Nigerian,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,8273899354,Agent,Standard Agent Booking,,Female,24,Emirati,Foundation,UG Foundation Programme,Science_Health,standard,True,Yes,0,other_masters,UK_SCOT_02
UK_SCOT_02,6615316446,Direct,Digital (Web),,Male,30,Indian,Pre-Masters,Pre Masters,Engineering,standard,True,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,7115021991,Agent,Standard Agent Booking,,Female,24,Myanmarian,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,3436179635,Agent,Sponsor,,Female,29,Kuwaiti,Foundation,UG Foundation Programme,Engineering_Combined,standard,True,No,1,BEng,UK_SCOT_02
UK_SCOT_02,4352293091,Agent,Standard Agent Booking,,Male,25,Hong Kong Chinese,Foundation,UG Foundation Programme,Science_Health,standard,True,Yes,0,other_masters,UK_SCOT_02
UK_SCOT_02,4025948563,Direct,Digital (Web),,Female,25,Singaporean,Foundation,UG Foundation Programme,Science_Health,standard,True,Yes,0,other_masters,UK_SCOT_02
UK_SCOT_02,796095432,Agent,Standard Agent Booking,,Female,25,Chinese,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,4826901417,Agent,Sponsor,,Female,26,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,5047959152,Direct,Digital (Web),,Female,24,Bahraini,Foundation,UG Foundation Programme,Law,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,7521563194,Agent,Sponsor,,Female,28,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,8020751732,Direct,Digital (Web),,Female,22,Nigerian,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,3875096179,Agent,Sponsor,,Male,26,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,9080814024,Agent,Standard Agent Booking,,Male,24,Chinese,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,No,1,MA,UK_SCOT_02
UK_SCOT_02,2587434641,Agent,Standard Agent Booking,,Male,29,Chinese,Pre-Masters,Pre Masters,Engineering,standard,True,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,8316479726,Agent,Standard Agent Booking,,Female,24,Japanese,Foundation,UG Foundation Programme,Law,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,9252992750,Agent,Standard Agent Booking,,Female,24,Chinese,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,6288376767,Agent,Standard Agent Booking,,Male,25,Chinese,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,6470020626,Direct,APD,,Male,26,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,7701879693,Direct,APD,,Female,26,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,526759785,Direct,APD,,Female,25,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,688321695,Direct,APD,,Female,25,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,5338492287,Direct,APD,,Female,25,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,4900605312,Direct,Digital (Web),,Male,30,Bangladeshi,Pre-Masters,Pre Masters,Business_Law_Combined,standard,True,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,2538752246,Agent,Sponsor,,Male,31,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,2401126176,Agent,Standard Agent Booking,,Male,30,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,True,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,5401381586,Agent,Standard Agent Booking,,Male,26,Taiwanese,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,3876874738,Agent,Standard Agent Booking,,Male,26,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,5146539090,Agent,Standard Agent Booking,,Male,33,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,True,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,68715154,Direct,Digital (Web),,Male,29,Egyptian,Pre-Masters,Pre Masters,Business_Law_Combined,standard,True,Yes,0,LLM,UK_SCOT_02
UK_SCOT_02,9634846885,Agent,Standard Agent Booking,,Male,32,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,True,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,349457562,Agent,Standard Agent Booking,,Male,27,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,True,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,4780159152,Agent,Standard Agent Booking,,Male,31,Chinese,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,4099325571,Agent,Standard Agent Booking,,Male,27,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,6362280878,Agent,Standard Agent Booking,,Male,25,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,6404671935,Agent,Standard Agent Booking,,Male,30,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,784261197,Agent,Sponsor,,Male,26,Libyan,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,Other,UK_SCOT_02
UK_SCOT_02,8842626337,Agent,Standard Agent Booking,,Male,27,Nigerian,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,82085227,Direct,Sponsor,,Male,26,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,1566948128,Agent,Standard Agent Booking,,Male,24,Egyptian,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,9141296157,Agent,Standard Agent Booking,,Male,24,Emirati,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,No,1,BEng,UK_SCOT_02
UK_SCOT_02,4362402757,Agent,Sponsor,,Male,27,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,8948682574,Agent,Standard Agent Booking,,Male,23,Jordanian,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,9167944456,Agent,Standard Agent Booking,,Male,28,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,8238124406,Agent,Standard Agent Booking,,Male,28,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,4648143167,Direct,Sponsor,Other Scholarships / Bursaries,Male,26,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,970819970,Direct,Digital (Web),,Male,29,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,7296752219,Agent,Standard Agent Booking,,Female,29,Chinese,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,424338619,Direct,Digital (Web),,Male,27,Saudi,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,32982471,Agent,Standard Agent Booking,,Male,27,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,9179146840,Agent,Standard Agent Booking,,Female,24,Africa_Other,Foundation,UG Foundation Programme,Law,standard,False,No,1,MA,UK_SCOT_02
UK_SCOT_02,1374120083,Direct,Digital (Web),,Male,29,Indian,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,1144137197,Agent,Standard Agent Booking,,Male,28,Bangladeshi,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,6962246327,Direct,Digital (Web),,Female,23,Kazakhstani,Foundation,UG Foundation Programme,Law,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,7244030241,Agent,Standard Agent Booking,,Male,27,Chinese,Pre-Masters,Pre Masters,Engineering,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,8327870612,Agent,Standard Agent Booking,,Female,23,Kuwaiti,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,other_masters,UK_SCOT_02
UK_SCOT_02,8524183167,Agent,Standard Agent Booking,,Male,32,Chinese,Pre-Masters,Pre Masters,Engineering,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,6785093842,Direct,Digital (Web),,Female,24,Africa_Other,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,5701847095,Agent,Standard Agent Booking,,Male,29,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,3004770681,Agent,Standard Agent Booking,,Female,24,Zimbabwean,Foundation,UG Foundation Programme,Law,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,6410876931,Agent,Sponsor,,Female,28,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,4757938132,Agent,Standard Agent Booking,,Male,27,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,9151589,Agent,Standard Agent Booking,,Male,28,Kazakhstani,Pre-Masters,Pre Masters,Engineering,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,7276469376,Direct,Digital (Web),Other Scholarships / Bursaries,Female,24,Zimbabwean,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,1221005953,Agent,Sponsor,,Male,29,Iraqi,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,3738931533,Direct,Digital (Web),Other Scholarships / Bursaries,Male,22,Emirati,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,5394362713,Agent,Standard Agent Booking,,Female,26,Nigerian,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,9005546862,Agent,Standard Agent Booking,,Female,29,Africa_Other,Foundation,UG Foundation Programme,Science_Health,standard,False,No,1,other_masters,UK_SCOT_02
UK_SCOT_02,5894577844,Agent,Standard Agent Booking,,Male,24,Libyan,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,4837626505,Agent,Standard Agent Booking,,Male,25,Taiwanese,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,No,1,BSc,UK_SCOT_02
UK_SCOT_02,7683416121,Direct,Digital (Web),,Female,22,Singaporean,Foundation,UG Foundation Programme,Law,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,9284618305,Agent,Standard Agent Booking,,Female,45,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,8694651539,Agent,Standard Agent Booking,,Male,31,Taiwanese,Pre-Masters,Pre Masters,Engineering,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,5924061286,Direct,Digital (Web),Bursary,Male,24,Bangladeshi,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,9566496683,Direct,APD,,Male,24,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,False,No,1,MA,UK_SCOT_02
UK_SCOT_02,352015119,Agent,Standard Agent Booking,,Female,39,Chinese,Pre-Masters,Pre Masters,Engineering,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,4389223890,Agent,Standard Agent Booking,,Female,29,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,8685288308,Direct,Sponsor,Special Arrangements,Male,24,Saudi,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,8882438094,Agent,Standard Agent Booking,,Female,23,Chinese,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,7718283024,Direct,Digital (Web),,Male,32,Taiwanese,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,other_masters,UK_SCOT_02
UK_SCOT_02,4946586756,Direct,Digital (Web),,Male,25,American,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,7330782036,Direct,Digital (Web),,Male,33,Saudi,Pre-Masters,Pre Masters,Engineering,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,9640758277,Agent,Standard Agent Booking,,Female,28,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,955534626,Agent,Standard Agent Booking,,Female,31,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,9322371147,Agent,Standard Agent Booking,,Female,23,Emirati,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,other_masters,UK_SCOT_02
UK_SCOT_02,8879344281,Agent,Standard Agent Booking,,Male,26,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,False,No,1,MA,UK_SCOT_02
UK_SCOT_02,9267518429,Direct,Digital (Web),,Male,36,Nigerian,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,4927572644,Direct,Digital (Web),,Male,24,Indian,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,7849477026,Direct,Digital (Web),Bursary,Female,25,American,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,6268919859,Direct,Digital (Web),,Female,23,Saudi,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,8171881350,Agent,Standard Agent Booking,,Male,23,Hong Kong Chinese,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,6699419616,Agent,Sponsor,Other Scholarships / Bursaries,Female,23,Omani,Foundation,UG Foundation Programme,Law,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,9470694546,Direct,Digital (Web),,Female,26,Africa_Other,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,8516670409,Agent,Standard Agent Booking,,Male,30,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,2383550363,Agent,Standard Agent Booking,,Male,29,Chinese,Pre-Masters,Pre Masters,Engineering,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,6848754509,Agent,Standard Agent Booking,,Male,27,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,6828839168,Agent,Standard Agent Booking,Bursary,Male,23,Kuwaiti,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,3305503920,Agent,Standard Agent Booking,,Female,26,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,1825258927,Direct,Digital (Web),,Male,31,Saudi,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,8685796961,Direct,APD,,Male,25,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,1197735426,Direct,Digital (Web),,Male,34,Brazilian,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,2669555267,Direct,APD,,Female,24,Chinese,International Year Two,International Year Two,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,2875601004,Direct,Digital (Web),,Male,31,Nigerian,Pre-Masters,Pre Masters,Engineering,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,8710209482,Agent,Sponsor,,Male,29,Kuwaiti,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,4399300636,Agent,Standard Agent Booking,,Male,30,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,6574227482,Agent,Standard Agent Booking,,Male,31,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,6968644873,Agent,Standard Agent Booking,Other Scholarships / Bursaries,Female,33,Ugandan,Pre-Masters,Pre Masters,Business_Law_Combined,standard,False,No,1,MSc,UK_SCOT_02
UK_SCOT_02,8954289522,Agent,Standard Agent Booking,,Male,28,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,accountancy_chartered,True,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,4943829344,Agent,Standard Agent Booking,,Female,25,Chinese,International Year Two,International Year Two,Business_Economics_Finance,accountancy_chartered,True,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,9936028808,Agent,Standard Agent Booking,,Male,25,Chinese,International Year Two,International Year Two,Computing,accountancy_chartered,True,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,8720329603,Agent,Standard Agent Booking,,Male,22,Chinese,International Year Two,International Year Two,Business_Economics_Finance,accountancy_chartered,True,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,3150270463,Agent,Sponsor,,Male,25,Iraqi,Foundation,UG Foundation Programme,Science_Health,standard,False,No,1,other_masters,UK_SCOT_02
UK_SCOT_02,2397082361,Agent,Standard Agent Booking,,Male,30,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,accountancy_chartered,True,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,8694687816,Agent,Standard Agent Booking,,Male,29,Chinese,Pre-Masters,Pre Masters,Business_Law_Combined,accountancy_chartered,True,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,1998807191,Agent,Standard Agent Booking,,Male,24,Chinese,Foundation,UG Foundation Programme,Business_Economics_Finance,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,8694687561,Agent,Standard Agent Booking,Scholarships Discount,Male,31,Turkish,Pre-Masters,Pre Masters,Business_Law_Combined,accountancy_chartered,True,Yes,0,MSc,UK_SCOT_02
UK_SCOT_02,7666805754,Agent,Sponsor,,Male,25,Iraqi,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,other_masters,UK_SCOT_02
UK_SCOT_02,7951095176,Agent,Sponsor,,Male,25,Iraqi,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,BSc,UK_SCOT_02
UK_SCOT_02,9530581235,Direct,Digital (Web),,Female,24,Zimbabwean,Foundation,UG Foundation Programme,Law,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,3017197097,Agent,Sponsor,,Male,25,Libyan,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,6609160112,Direct,Digital (Web),,Male,23,Mexican,Foundation,UG Foundation Programme,Law,standard,False,Yes,0,MA,UK_SCOT_02
UK_SCOT_02,4865629723,Agent,Sponsor,,Female,22,Omani,Foundation,UG Foundation Programme,Engineering_Combined,standard,False,Yes,0,BEng,UK_SCOT_02
UK_SCOT_02,5643263064,Direct,Digital (Web),Other Scholarships / Bursaries,Female,21,Jordanian,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,other_masters,UK_SCOT_02
UK_SCOT_02,343610399,Agent,Standard Agent Booking,,Male,22,Jordanian,Foundation,UG Foundation Programme,Science_Health,standard,False,Yes,0,other_masters,UK_SCOT_02
