number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
360,0.8784105571847507,2026-03-23 18:00:38.975197,2026-03-23 18:00:39.297097,0 days 00:00:00.321900,0.6717893760239729,1.7856283585816517,0.1421566430623425,8,10.683200802571504,0.27406068184656346,1.0399701964260577,0.8713315361557102,COMPLETE
361,0.8845542521994135,2026-03-23 18:00:39.312912,2026-03-23 18:00:39.617003,0 days 00:00:00.304091,0.9785727386994513,1.6064850903776968,0.12369455120587662,8,1.1426358850602365,0.005698208560088612,0.015716563734312378,0.860479849618324,COMPLETE
362,0.8838895405669599,2026-03-23 18:00:39.632676,2026-03-23 18:00:39.973641,0 days 00:00:00.340965,0.9484713200167337,2.0684139683945664,0.17250897951343883,8,1.0970643091490337,0.0531041046295689,0.028475037843415874,0.9110388578770529,COMPLETE
363,0.8846715542521995,2026-03-23 18:00:39.989242,2026-03-23 18:00:40.254164,0 days 00:00:00.264922,0.9652121657425093,2.505275689605872,0.15529577293078045,8,1.2215266739984785,0.005123710890310926,0.020290891239112353,0.8409856169264563,COMPLETE
364,0.8857253176930597,2026-03-23 18:00:40.269980,2026-03-23 18:00:40.552906,0 days 00:00:00.282926,0.9731360202336262,2.614157078718268,0.13315184932923876,8,1.055669318082789,0.01226516998168421,0.02484835957863438,0.8509596254033231,COMPLETE
365,0.8842893450635386,2026-03-23 18:00:40.568952,2026-03-23 18:00:40.845293,0 days 00:00:00.276341,0.9835794970496865,2.130016054075936,0.14432628896213684,8,1.1511252220057282,0.11211364367841799,0.04158498258597773,0.8651596150980789,COMPLETE
366,0.8870351906158358,2026-03-23 18:00:40.860760,2026-03-23 18:00:41.125763,0 days 00:00:00.265003,0.9459540523278327,1.9997431944222817,0.16282107164379866,8,1.0420631291690294,0.024009399013159023,0.049734596694830775,0.8740487960912346,COMPLETE
367,0.8837605083088953,2026-03-23 18:00:41.141373,2026-03-23 18:00:41.388768,0 days 00:00:00.247395,0.957196825075756,1.9773842631461118,0.19981720593659053,8,1.035647220527996,0.02658071366550636,0.0474137891999113,0.8765904319555877,COMPLETE
368,0.8833010752688173,2026-03-23 18:00:41.402932,2026-03-23 18:00:41.662958,0 days 00:00:00.260026,0.9446124566009959,1.8503174916837795,0.16783423996710836,8,1.0036600261996214,0.042391371410340314,0.047585040531109346,0.8739749998513499,COMPLETE
369,0.8824037145650049,2026-03-23 18:00:41.677898,2026-03-23 18:00:41.957447,0 days 00:00:00.279549,0.9658476738276349,2.025514061807514,0.18400871498667998,8,1.0012510645874542,0.022807916429873284,0.05047778451561223,0.6456083468213789,COMPLETE
370,0.8831124144672531,2026-03-23 18:00:41.972266,2026-03-23 18:00:42.228168,0 days 00:00:00.255902,0.9724576343918311,1.7774306808931324,0.16190608156794548,8,1.0943436113296041,0.061463675958721584,0.028827250063733316,0.9010809356472747,COMPLETE
371,0.8840351906158358,2026-03-23 18:00:42.243181,2026-03-23 18:00:42.499087,0 days 00:00:00.255906,0.9866974422848456,2.2044199834546556,0.17627443567213769,8,1.0699691909361897,0.035212559859496534,0.03940724672246733,0.8932085020888398,COMPLETE
372,0.8799335288367547,2026-03-23 18:00:42.514952,2026-03-23 18:00:42.825035,0 days 00:00:00.310083,0.9601909020557486,1.9286343155774803,0.15370079244334858,4,6.140937662722611,0.012238259602356564,0.022886017132547332,0.9253886903374944,COMPLETE
373,0.8846695992179863,2026-03-23 18:00:42.841094,2026-03-23 18:00:43.121140,0 days 00:00:00.280046,0.944240861210433,2.104488746813439,0.16361448212827245,8,1.1028930343464443,0.023793884995952107,0.018362762865867552,0.8830305396599395,COMPLETE
374,0.8857947214076246,2026-03-23 18:00:43.136193,2026-03-23 18:00:43.389732,0 days 00:00:00.253539,0.9786535834536594,1.9926008639814896,0.14867625715826657,8,1.0487500413429207,0.20920307089569834,0.03152490498395461,0.8676381574433888,COMPLETE
375,0.8815542521994135,2026-03-23 18:00:43.404509,2026-03-23 18:00:43.831164,0 days 00:00:00.426655,0.9502833014108967,1.8515676799225997,0.17119450670911335,3,1.1139983153343929,0.008357737177773043,0.03960999169349322,0.8305947621491615,COMPLETE
376,0.8863020527859237,2026-03-23 18:00:43.847504,2026-03-23 18:00:44.133900,0 days 00:00:00.286396,0.9900159763600164,2.1863449458833903,0.15630502558485262,8,1.0016438346296337,0.12389866929696569,0.027063315152900575,0.8753044042697337,COMPLETE
377,0.8849824046920822,2026-03-23 18:00:44.148670,2026-03-23 18:00:44.404988,0 days 00:00:00.256318,0.9635088667245065,1.6953368437737735,0.1473052326569725,8,1.9143181537618683,0.01640445097438611,0.03557143468219359,0.8611670493631555,COMPLETE
378,0.8777214076246334,2026-03-23 18:00:44.420001,2026-03-23 18:00:44.653517,0 days 00:00:00.233516,0.9753935495617386,2.2740032419595275,0.01811830268320179,8,1.076903449659882,0.0755196280656406,0.052641226612774455,0.6051970442556777,COMPLETE
379,0.885950146627566,2026-03-23 18:00:44.670470,2026-03-23 18:00:44.926954,0 days 00:00:00.256484,0.9574125828477971,1.4851436275623102,0.1852880306842344,8,1.1534172231150996,0.030965712579045044,0.014212937884915372,0.8704063484878084,COMPLETE
380,0.8854017595307918,2026-03-23 18:00:44.943904,2026-03-23 18:00:45.195953,0 days 00:00:00.252049,0.9804376249690498,2.0351306191163836,0.13801516450136755,8,1.041183257536869,0.053760069824334615,0.023655148692501456,0.8456772987998102,COMPLETE
381,0.884902248289345,2026-03-23 18:00:45.211675,2026-03-23 18:00:45.487772,0 days 00:00:00.276097,0.9715895140626245,1.9124418537401084,0.1278089243527184,8,1.1366935327804617,0.010392250819862527,0.03188850473818318,0.8841251062726315,COMPLETE
382,0.8871915933528837,2026-03-23 18:00:45.501643,2026-03-23 18:00:45.746674,0 days 00:00:00.245031,0.992120490043997,1.782952129993845,0.15744744197765512,8,1.044649770070427,0.022056323751324578,0.042599392252865485,0.855724710192261,COMPLETE
383,0.8827702834799609,2026-03-23 18:00:45.767750,2026-03-23 18:00:46.012274,0 days 00:00:00.244524,0.864439659077773,2.369153663537606,0.16422111248045462,8,1.0579265450854731,0.015375772949574948,0.044658257527257064,0.8533507736473186,COMPLETE
384,0.8839824046920821,2026-03-23 18:00:46.026548,2026-03-23 18:00:46.312932,0 days 00:00:00.286384,0.9928553134372449,2.115747186027395,0.17685625277495556,7,1.0946849379543049,0.5336487103782858,0.05230104298188104,0.8342214502156078,COMPLETE
385,0.8849589442815249,2026-03-23 18:00:46.327584,2026-03-23 18:00:46.594403,0 days 00:00:00.266819,0.94434565366083,1.8118501618956895,0.15880612771239425,8,1.0003103426606308,0.007067012592137294,0.28446818880794406,0.8577339455840388,COMPLETE
386,0.8813685239491692,2026-03-23 18:00:46.608860,2026-03-23 18:00:46.870924,0 days 00:00:00.262064,0.9537748791456329,1.9496386528353156,0.16964065003576673,8,1.1861302474056363,0.00011540165411776255,0.040574010921104686,0.8416581046624986,COMPLETE
387,0.8762365591397849,2026-03-23 18:00:46.886104,2026-03-23 18:00:47.146249,0 days 00:00:00.260145,0.9654859808814211,2.2886713250729684,0.01406565528841141,8,1.046448833156011,0.020965599821493014,0.03551218809423618,0.8485993050543147,COMPLETE
388,0.8823049853372434,2026-03-23 18:00:47.161565,2026-03-23 18:00:47.430942,0 days 00:00:00.269377,0.9835320682474132,2.0456515800877275,0.15496542597909166,8,1.1252403186162847,0.014695976311288028,0.04386602747248118,0.8628610895692386,COMPLETE
389,0.8866217008797653,2026-03-23 18:00:47.445178,2026-03-23 18:00:47.670876,0 days 00:00:00.225698,0.9909796501759062,2.4723054325000025,0.19055888267265744,8,1.0481095179915103,0.008748662529462287,0.6232642272185448,0.8539322891461275,COMPLETE
390,0.8832434017595309,2026-03-23 18:00:47.685810,2026-03-23 18:00:47.957844,0 days 00:00:00.272034,0.9719808476587044,2.415796042638474,0.1947457245168453,8,1.0824555385734909,0.009439143752044427,0.6277783999215025,0.853795524356036,COMPLETE
391,0.8855503421309873,2026-03-23 18:00:47.972209,2026-03-23 18:00:48.232876,0 days 00:00:00.260667,0.9521740038601705,2.5266643223339966,0.18325182781054977,8,1.2474298515644275,0.005806388436789304,0.05334861145488175,0.8401168015370574,COMPLETE
392,0.8848396871945259,2026-03-23 18:00:48.247755,2026-03-23 18:00:48.508115,0 days 00:00:00.260360,0.9804962200363577,2.7259467361313803,0.19097884866387202,8,1.1722638220107697,1.4601737834001145,0.03993217956052134,0.8545531086430235,COMPLETE
393,0.8847966764418378,2026-03-23 18:00:48.522322,2026-03-23 18:00:48.771247,0 days 00:00:00.248925,0.9608309222728615,2.4740534696763956,0.18129852971287605,8,1.041786504777813,0.009116026195795646,0.028728622930128324,0.8465321309470779,COMPLETE
394,0.8861612903225806,2026-03-23 18:00:48.786719,2026-03-23 18:00:49.054537,0 days 00:00:00.267818,0.9441319753392827,2.61029855555775,0.19889050639093667,8,1.0943467246400405,0.005725491343045664,0.04926034846001199,0.8611155344369501,COMPLETE
395,0.885635386119257,2026-03-23 18:00:49.070287,2026-03-23 18:00:49.329918,0 days 00:00:00.259631,0.9907659396039159,2.346611260361704,0.17310077928233225,8,1.0008714226998683,0.012527904671338911,0.03484747142465837,0.8306229291315302,COMPLETE
396,0.8851808406647116,2026-03-23 18:00:49.345156,2026-03-23 18:00:49.624100,0 days 00:00:00.278944,0.9654522722023271,2.462514672045285,0.11775734068219545,8,1.1343438947491264,0.0204155767347979,0.02693773563446221,0.8488439278981297,COMPLETE
397,0.8847507331378299,2026-03-23 18:00:49.636086,2026-03-23 18:00:49.893842,0 days 00:00:00.257756,0.9765435483245193,2.259895216739757,0.1648780762681468,8,1.19586574992132,0.00458764401810125,0.04327820634920053,0.8671300383796767,COMPLETE
398,0.8835014662756597,2026-03-23 18:00:49.908534,2026-03-23 18:00:50.175433,0 days 00:00:00.266899,0.9864677408999947,1.583843700195692,0.1839577493321918,5,1.0496545925495855,0.006947752814228648,3.888405667852511,0.8365459237766385,COMPLETE
399,0.8848318670576735,2026-03-23 18:00:50.191001,2026-03-23 18:00:50.454356,0 days 00:00:00.263355,0.9695307893784654,2.7976668978526567,0.130714906767556,8,1.0011348519602585,0.013188768516314585,0.05912547318904855,0.8584846167172271,COMPLETE
400,0.885820136852395,2026-03-23 18:00:50.470016,2026-03-23 18:00:50.712457,0 days 00:00:00.242441,0.9550419830241019,2.672548514452533,0.17332513448650247,8,1.3126970894198773,0.03474470026717826,0.035549410035604564,0.8656643781955381,COMPLETE
401,0.8863636363636364,2026-03-23 18:00:50.727865,2026-03-23 18:00:50.976053,0 days 00:00:00.248188,0.9916953025125287,2.5383566531847395,0.139605206517797,8,1.1094950939723671,0.019079318684348406,0.02898957613307914,0.8442723967301572,COMPLETE
402,0.8857106549364614,2026-03-23 18:00:50.990086,2026-03-23 18:00:51.281095,0 days 00:00:00.291009,0.9463737766308059,2.170499497396585,0.1567734947760746,8,1.077607868727547,0.008718429917660574,0.02416580734382186,0.8549041307741311,COMPLETE
403,0.8849833822091886,2026-03-23 18:00:51.296201,2026-03-23 18:00:51.580536,0 days 00:00:00.284335,0.9781351654536593,2.3950830967121473,0.12327491240498199,8,1.2271513868397799,0.00432077041075316,0.21615884982762523,0.8674341655195539,COMPLETE
404,0.886524926686217,2026-03-23 18:00:51.596604,2026-03-23 18:00:51.873368,0 days 00:00:00.276764,0.9599856235332226,1.8266144067996248,0.14802731507820024,8,1.1471644327116173,0.026120182132774287,0.37078072134452983,0.8493007149827233,COMPLETE
405,0.8824711632453568,2026-03-23 18:00:51.889141,2026-03-23 18:00:52.140220,0 days 00:00:00.251079,0.9398751161934132,1.6551918838850415,0.1660270175195636,8,1.0010133333228877,2.6363813329698615e-08,0.03978846862565126,0.8578537696054006,COMPLETE
406,0.8799227761485826,2026-03-23 18:00:52.155696,2026-03-23 18:00:52.641006,0 days 00:00:00.485310,0.9679315344965126,2.2420417698472184,0.011670736268369813,8,1.0763098347058946,0.38228952760599866,0.03333641540749164,0.8383048527807662,COMPLETE
407,0.8792756598240469,2026-03-23 18:00:52.657673,2026-03-23 18:00:52.921655,0 days 00:00:00.263982,0.9827086083432095,2.5202824036332907,0.13577053468692932,8,1.0455838954875545,0.16184949549335054,23.597967718311637,0.8721078834494723,COMPLETE
408,0.8854535679374391,2026-03-23 18:00:52.939226,2026-03-23 18:00:53.207385,0 days 00:00:00.268159,0.9944498071867738,2.1289045761130634,0.14430365277163576,8,1.1280891943550346,0.012304783051576793,0.051397219870589435,0.8256398063096706,COMPLETE
409,0.8845630498533724,2026-03-23 18:00:53.222859,2026-03-23 18:00:53.470007,0 days 00:00:00.247148,0.9997907662631454,2.685346108139049,0.1858233374649463,8,1.178869922799463,0.007052879254686319,0.019888717167008144,0.8603924186152301,COMPLETE
410,0.8772590420332355,2026-03-23 18:00:53.483333,2026-03-23 18:00:53.714317,0 days 00:00:00.230984,0.9741887450671939,1.757343759683287,0.02104700956748731,8,1.3930648308151539,0.04219071037496822,0.030340364807248166,0.8500652995045688,COMPLETE
411,0.8852443792766373,2026-03-23 18:00:53.727669,2026-03-23 18:00:53.985432,0 days 00:00:00.257763,0.9548046105370456,1.8935601487732228,0.13147180452923563,8,1.276416707116626,0.019386213883078797,0.04470263943066079,0.8662263927578838,COMPLETE
412,0.883453567937439,2026-03-23 18:00:54.000020,2026-03-23 18:00:54.273639,0 days 00:00:00.273619,0.9849196715620668,2.3397389723301276,0.15814499357492906,8,1.057112546438276,0.004526851323413723,7.175225142952017,0.8428325456989251,COMPLETE
413,0.886288367546432,2026-03-23 18:00:54.289280,2026-03-23 18:00:54.541871,0 days 00:00:00.252591,0.9695880608164078,2.0407148829336212,0.17248137445360864,8,1.0980073482097557,0.0267329534662227,0.02546746245800164,0.87631806892202,COMPLETE
414,0.8829257086999023,2026-03-23 18:00:52.612411,2026-03-23 18:00:52.849901,0 days 00:00:00.237490,0.6549261340544674,2.8743842718169863,0.1493524508022338,8,1.0418889117211614,0.22685528684311154,0.03731250767975025,0.8550857819330648,COMPLETE
415,0.8871827956989247,2026-03-23 18:00:52.865333,2026-03-23 18:00:53.144602,0 days 00:00:00.279269,0.9492041834676889,2.602170571633148,0.11985079389426966,8,1.170591750911064,0.010363394285949921,0.030192069624711968,0.8623555933877318,COMPLETE
416,0.8862287390029326,2026-03-23 18:00:53.158600,2026-03-23 18:00:53.438792,0 days 00:00:00.280192,0.94969920613506,2.4432549941058643,0.1157136457497642,8,1.2161104386158545,0.010698720521369389,0.017105113559283402,0.8484916302420934,COMPLETE
417,0.8837771260997067,2026-03-23 18:00:53.454579,2026-03-23 18:00:53.709054,0 days 00:00:00.254475,0.9594891997286258,2.589407808208866,0.12712594716864453,7,1.160255193264386,0.014704324711972916,0.021550931406773617,0.8615163938064377,COMPLETE
418,0.8839814271749756,2026-03-23 18:00:53.724222,2026-03-23 18:00:54.016659,0 days 00:00:00.292437,0.9778063424122121,2.203896209364717,0.12240438611450936,8,1.0038364349957722,0.047456737128155575,0.029056920071180943,0.834372387039886,COMPLETE
419,0.8824819159335289,2026-03-23 18:00:54.031695,2026-03-23 18:00:54.321364,0 days 00:00:00.289669,0.9644878046249277,1.9344149209301305,0.1387539966874974,8,1.1079489462737693,0.08482376042158002,10.173989390725932,0.8539464638690853,COMPLETE
420,0.886505376344086,2026-03-23 18:00:54.335966,2026-03-23 18:00:54.603574,0 days 00:00:00.267608,0.9901889375457779,2.7657371610590564,0.13431357448589337,8,1.2784768354042824,0.025081273550769532,0.025160760543434628,0.8659928424175467,COMPLETE
421,0.8856207233626587,2026-03-23 18:00:54.619707,2026-03-23 18:00:54.907312,0 days 00:00:00.287605,0.9714551301469088,1.7142284217910106,0.12307541508106605,8,1.049237078246117,0.016392937637579808,0.03133549620443563,0.8444318949495215,COMPLETE
422,0.8835083088954057,2026-03-23 18:00:54.924542,2026-03-23 18:00:55.190701,0 days 00:00:00.266159,0.9512787045731618,2.1040381589625676,0.15929773697016764,8,1.1920450468059174,0.036143875225942125,0.025538974496718946,0.8179925410034644,COMPLETE
423,0.8803655913978494,2026-03-23 18:00:55.207607,2026-03-23 18:00:55.471881,0 days 00:00:00.264274,0.9844058465094653,1.8627951644168417,0.1430830476549238,4,1.096440558920369,0.00813597244066474,0.019979626529322055,0.8589374856030464,COMPLETE
424,0.8819335288367547,2026-03-23 18:00:55.486865,2026-03-23 18:00:55.755656,0 days 00:00:00.268791,0.9598975987862713,2.267272283026346,0.1525484027333044,8,1.1469259199334383,1.0394568588345852,1.5057289511875174,0.8704874381217865,COMPLETE
425,0.8879990224828934,2026-03-23 18:00:55.770333,2026-03-23 18:00:56.057493,0 days 00:00:00.287160,0.9403419602076117,2.010399346105776,0.131965791813439,8,1.0429719182425998,0.01224574882453475,0.03450643894666185,0.839036939745662,COMPLETE
426,0.8860361681329423,2026-03-23 18:00:56.072438,2026-03-23 18:00:56.404374,0 days 00:00:00.331936,0.9410073982478706,2.0657278569386524,0.11960237296609162,8,1.0391819753587748,0.012347099494050951,0.036912795110732984,0.8298045508197425,COMPLETE
427,0.8854428152492668,2026-03-23 18:00:56.419416,2026-03-23 18:00:56.680552,0 days 00:00:00.261136,0.9372280319511078,2.177812414719002,0.1873896021582467,8,1.0045250069693459,0.008269105735448765,0.034009951563437404,0.8388742259975359,COMPLETE
428,0.8853313782991203,2026-03-23 18:00:56.696955,2026-03-23 18:00:56.960163,0 days 00:00:00.263208,0.946053133287437,1.9665214006620448,0.12853434054096724,8,2.5482314751265656,0.019912662131357443,0.04362174892649363,0.8395782184538089,COMPLETE
429,0.8850772238514174,2026-03-23 18:00:56.975384,2026-03-23 18:00:57.244468,0 days 00:00:00.269084,0.9460853815747876,2.4349476759791795,0.11231000885372543,8,1.053944057571013,0.011465971690061773,0.05647142307512602,0.8514829664400191,COMPLETE
430,0.8856735092864125,2026-03-23 18:00:57.259291,2026-03-23 18:00:57.520350,0 days 00:00:00.261059,0.9530798375253302,2.6661766242535836,0.13219347275618393,8,1.001833203202608,0.027888436824855794,0.031560654519269864,0.8293024022992731,COMPLETE
431,0.8849872922776147,2026-03-23 18:00:57.535768,2026-03-23 18:00:57.800688,0 days 00:00:00.264920,0.9374963653826531,2.348435335289876,0.11835999961695899,8,1.0961637143372793,0.0161960424727077,0.038558343653132564,0.8460068595389162,COMPLETE
432,0.8811476050830891,2026-03-23 18:00:57.815504,2026-03-23 18:00:58.064791,0 days 00:00:00.249287,0.8493580027771549,2.005950248979724,0.17677328001186116,6,5.115292879363567,0.005913791285192748,0.028372564979506937,0.8576291727642927,COMPLETE
433,0.8797976539589442,2026-03-23 18:00:58.080116,2026-03-23 18:00:58.371362,0 days 00:00:00.291246,0.8786200381004315,2.119316826243595,0.13719230533345797,8,7.1417935119518905,0.04554299838022603,0.04843853739999345,0.8637517272688989,COMPLETE
434,0.8848260019550342,2026-03-23 18:00:58.383425,2026-03-23 18:00:58.636393,0 days 00:00:00.252968,0.995312651781124,2.51661838582544,0.1661378056803309,8,1.0669602684843313,0.00903615339544138,0.03816589217225364,0.8498484267986067,COMPLETE
435,0.8823499511241446,2026-03-23 18:00:58.651118,2026-03-23 18:00:58.914108,0 days 00:00:00.262990,0.9620811955717001,1.9118593753467004,0.19917784285377477,8,1.0011565985783104,0.022433550641337913,0.11026889079030137,0.8391243936519,COMPLETE
436,0.8839423264907136,2026-03-23 18:00:58.929030,2026-03-23 18:00:59.201413,0 days 00:00:00.272383,0.9836240593400629,2.2402741321738446,0.12885122222069093,8,1.0962639007591104,0.012328206383411311,0.03195994044227847,0.8692547053542502,COMPLETE
437,0.8857399804496578,2026-03-23 18:00:59.217492,2026-03-23 18:00:59.453651,0 days 00:00:00.236159,0.9334057190768172,2.6094521275384426,0.15382499332085242,8,1.052445411563155,0.032602923312173133,0.06517877034005104,0.8124344483286279,COMPLETE
438,0.8861485826001956,2026-03-23 18:00:59.466937,2026-03-23 18:00:59.712557,0 days 00:00:00.245620,0.9472755419856544,2.0488299852621865,0.14203875413563186,8,1.1237747178109918,0.05431476953159151,0.02776549112604045,0.8233311817443936,COMPLETE
439,0.8857605083088954,2026-03-23 18:00:59.727714,2026-03-23 18:01:00.001806,0 days 00:00:00.274092,0.9917445800609203,2.346374719970699,0.1636914366934636,8,1.0554281434139245,0.006563245815921128,0.0472720206474967,0.8546522221899052,COMPLETE
440,0.8855923753665689,2026-03-23 18:01:00.016257,2026-03-23 18:01:00.282080,0 days 00:00:00.265823,0.9578841017718498,2.1580393213787237,0.17566414068884545,8,1.2348663672584288,0.01580099750757522,0.03445719980038943,0.8448880976057411,COMPLETE
441,0.8842678396871946,2026-03-23 18:01:00.297067,2026-03-23 18:01:00.571983,0 days 00:00:00.274916,0.9787558704638778,1.8357876349907218,0.12460197095577524,8,1.092037777460818,0.009714528961998866,0.9366189047814105,0.8610287599813662,COMPLETE
442,0.8852825024437927,2026-03-23 18:01:00.586587,2026-03-23 18:01:00.897065,0 days 00:00:00.310478,0.9991521557548689,1.9688083525871058,0.1486674554361678,8,1.039916020386426,0.07646378080842171,0.04275741947769547,0.8331613518696281,COMPLETE
443,0.8869755620723362,2026-03-23 18:01:00.915094,2026-03-23 18:01:01.172720,0 days 00:00:00.257626,0.9659109276222961,2.740783726568837,0.1343761684995587,8,1.1453530562893754,0.004919484575879046,0.02632972001383844,0.8718696698781535,COMPLETE
444,0.8844828934506352,2026-03-23 18:01:01.192154,2026-03-23 18:01:01.468275,0 days 00:00:00.276121,0.9706964895338125,2.6869294431523407,0.1376354400477491,8,1.1447721049430992,0.003908206286841686,0.024826333631618836,0.8717752106758091,COMPLETE
445,0.884567937438905,2026-03-23 18:01:01.483226,2026-03-23 18:01:01.751087,0 days 00:00:00.267861,0.9666831131090045,2.888729706728399,0.15535467549763085,7,1.10074764018122,0.003799928741169962,0.028519354683187313,0.8780302714885007,COMPLETE
446,0.8849120234604104,2026-03-23 18:01:01.765700,2026-03-23 18:01:02.011072,0 days 00:00:00.245372,0.976251104498925,2.74760961289851,0.16550624063381725,8,1.0505615146076361,0.005341630254442903,0.02320491168522383,0.8795451804635619,COMPLETE
447,0.8866402737047898,2026-03-23 18:01:02.026379,2026-03-23 18:01:02.289942,0 days 00:00:00.263563,0.9829483675202018,2.9473997216388703,0.14309746492789605,8,1.147795801816202,0.00019894375216288645,0.017916932225869195,0.8645350236638143,COMPLETE
448,0.886,2026-03-23 18:01:02.305489,2026-03-23 18:01:02.570857,0 days 00:00:00.265368,0.9855483245364393,2.8720587385913916,0.1345392662639323,8,1.1921659288083604,9.466362278596764e-05,0.015742864173454503,0.869785990915063,COMPLETE
449,0.8849276637341155,2026-03-23 18:01:02.584299,2026-03-23 18:01:02.825104,0 days 00:00:00.240805,0.987402672453757,2.944734998224579,0.14316228047402793,8,1.178754996909628,0.0002750873293100892,0.017094985820912997,0.8625107539141297,COMPLETE
450,0.8834173998044965,2026-03-23 18:01:02.840180,2026-03-23 18:01:03.107805,0 days 00:00:00.267625,0.9997749918981985,2.814695631159214,0.18867501266819778,8,1.133480350467813,0.10465934428941126,0.013532431937615523,0.8838216900937201,COMPLETE
451,0.8867829912023459,2026-03-23 18:01:03.120859,2026-03-23 18:01:03.388998,0 days 00:00:00.268139,0.9779222275855777,3.0865617262329703,0.11369109522483792,8,1.128234818012268,0.00019521542479656787,0.019204070828525623,0.8717378494122004,COMPLETE
452,0.8853685239491691,2026-03-23 18:01:03.405589,2026-03-23 18:01:03.715596,0 days 00:00:00.310007,0.9876762657097594,2.6998026773685386,0.1078568430095611,8,1.2095724487351125,0.00018325143883953583,0.018875364980024466,0.8760840317882503,COMPLETE
453,0.8858005865102639,2026-03-23 18:01:03.728211,2026-03-23 18:01:03.982867,0 days 00:00:00.254656,0.9818522749994253,3.266651412516115,0.12326526499155971,8,1.1364395433427048,0.00025235358512549816,0.014158929279064843,0.8597355249489521,COMPLETE
454,0.883789833822092,2026-03-23 18:01:03.998419,2026-03-23 18:01:04.274264,0 days 00:00:00.275845,0.9925114132374524,2.938862027099607,0.10970539155357462,8,1.1025834518605346,0.00012123756445514909,0.019713689084169036,0.8879238356703016,COMPLETE
455,0.8853196480938417,2026-03-23 18:01:04.289650,2026-03-23 18:01:04.569889,0 days 00:00:00.280239,0.975589511271878,2.9438210375728207,0.12489398834926259,8,1.1853940279446702,5.173439951348487e-05,0.015784882621123174,0.8533699243871216,COMPLETE
456,0.883781036168133,2026-03-23 18:01:04.583136,2026-03-23 18:01:04.853061,0 days 00:00:00.269925,0.9910827243795597,3.076713614744845,0.11532539751804859,8,1.304776825144256,8.903021778508659e-05,0.021687679222132026,0.8657587032618193,COMPLETE
457,0.885336265884653,2026-03-23 18:01:04.868422,2026-03-23 18:01:05.187309,0 days 00:00:00.318887,0.9819810806704875,2.7472812189995137,0.11574466858583925,8,1.1371257195040831,0.00013960607480088192,0.018928427584281864,0.8758653963226798,COMPLETE
458,0.8859159335288368,2026-03-23 18:01:05.202302,2026-03-23 18:01:05.466143,0 days 00:00:00.263841,0.9667044412721357,3.0497325762592644,0.1310454054655061,8,1.082717104274376,0.00016222314295377495,0.025235472211083732,0.8480727484284715,COMPLETE
459,0.8840224828934505,2026-03-23 18:01:05.481146,2026-03-23 18:01:05.752948,0 days 00:00:00.271802,0.9766251645391221,3.1623664445259863,0.11947055646820223,8,1.2184468494025726,0.00018026203340459757,0.027798589795179005,0.8564059877146692,COMPLETE
460,0.883067448680352,2026-03-23 18:01:05.767913,2026-03-23 18:01:06.030763,0 days 00:00:00.262850,0.9900138764656083,3.0948443550779907,0.17568620335720275,8,1.080323213984143,0.0004085040535581833,2.2852075548935153,0.8371520510375362,COMPLETE
461,0.885663734115347,2026-03-23 18:01:06.043481,2026-03-23 18:01:06.292448,0 days 00:00:00.248967,0.967740455178167,2.9798409941864676,0.1610748470181084,8,1.0009796605555314,0.0003075095076127053,0.316546939549246,0.8691117692355599,COMPLETE
462,0.8847292277614858,2026-03-23 18:01:06.308464,2026-03-23 18:01:06.569346,0 days 00:00:00.260882,0.9997844165389819,3.02719706953071,0.18205986062817653,8,1.159182005349219,0.05809591846530732,0.05550569172956551,0.8627649795044425,COMPLETE
463,0.884654936461388,2026-03-23 18:01:06.586218,2026-03-23 18:01:06.880604,0 days 00:00:00.294386,0.7418749187464408,2.4894630332222536,0.11436054590016449,8,1.2518764038870396,0.00024017411119762178,0.029021754142793562,0.8442538582626519,COMPLETE
464,0.8856930596285434,2026-03-23 18:01:06.895575,2026-03-23 18:01:07.192267,0 days 00:00:00.296692,0.9545833226319649,3.1523404089033185,0.10382516833439195,8,1.0528381234145219,0.003787277718658798,0.023223566398838515,0.8522501712140015,COMPLETE
465,0.882158357771261,2026-03-23 18:01:07.206692,2026-03-23 18:01:07.456902,0 days 00:00:00.250210,0.9821147725447916,4.01522697523863,0.13137698098730144,8,1.1224326477770274,0.003074131486377714,0.0173796362127205,0.7967710588935725,COMPLETE
466,0.8847761485826002,2026-03-23 18:01:07.470615,2026-03-23 18:01:07.754769,0 days 00:00:00.284154,0.972175224847457,2.6219690362518486,0.13866573939823262,8,1.0476665180240656,0.00015717235419967688,0.03327585131464607,0.8841558282609667,COMPLETE
467,0.8843382209188662,2026-03-23 18:01:07.770989,2026-03-23 18:01:08.016671,0 days 00:00:00.245682,0.9632523540875045,2.570486615812518,0.16828709327655195,8,1.171456770112927,0.14040651455701889,0.04050111862741836,0.8728973099320277,COMPLETE
468,0.884830889540567,2026-03-23 18:01:08.032456,2026-03-23 18:01:08.304397,0 days 00:00:00.271941,0.9845936030833411,2.8755048657837983,0.15260128794478917,8,1.091176766429732,0.005065650053328936,0.031158779062801064,0.8596590690375233,COMPLETE
